matrix,N,K,packed_bytes,transfer_ms,transfer_gb_s,kernel_ms,kernel_gb_s,transfer_over_kernel_ratio
qkv_proj,4096,2048,4194304,0.3911200016736984,10.723828957996382,0.04097599908709526,102.3600178993788,9.545099823981484
o_proj,2048,2048,2097152,0.2264000028371811,9.263038753176156,0.040911998599767685,51.260072149394055,5.5338289642605405
gate_proj,6144,2048,6291456,0.5641120076179504,11.152848929003726,0.05524799972772598,113.8766295794535,10.210541746271641
up_proj,6144,2048,6291456,0.5631999969482422,11.170909151439824,0.05516799911856651,114.04176516314223,10.208816813127813
down_proj,2048,6144,6291456,0.5679999887943268,11.076507260774155,0.07374400272965431,85.31481567476737,7.70232110774643
